"X","ROOT","MAIN.GENOME","DOMAIN","KINGDOM","SUPER.PHYLUM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES"
"OTU_1933","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_1934","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_1935","root"," Main genome"," Bacteria"," Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)"
"OTU_1936","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190"
"OTU_1937","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PAUC34f","Unclassified_PAUC34f","Unclassified_PAUC34f","Unclassified_PAUC34f","Unclassified_PAUC34f","Unclassified_PAUC34f","Unclassified_PAUC34f"
"OTU_1938","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota","Unclassified_Planctomycetota","Unclassified_Planctomycetota","Unclassified_Planctomycetota","Unclassified_Planctomycetota","Unclassified_Planctomycetota"
"OTU_1939","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22"
"OTU_1940","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49"
"OTU_1941","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Hydrogenedentes superphylum"," Hydrogenedentes"," Hydrogenedentia"," Hydrogenedentiales"," Hydrogenedensaceae","Unclassified_Hydrogenedensaceae","Unclassified_Hydrogenedensaceae"
"OTU_1942","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Verrucomicrobiae"," Opitutales"," Puniceicoccaceae","Unclassified_Puniceicoccaceae","Unclassified_Puniceicoccaceae"
"OTU_1943","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190"
"OTU_1944","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190"
"OTU_1945","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Elusimicrobiota superphylum"," Elusimicrobiota"," Endomicrobia","Unclassified_Endomicrobia","Unclassified_Endomicrobia","Unclassified_Endomicrobia","Unclassified_Endomicrobia"
"OTU_1946","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," S085","Unclassified_S085","Unclassified_S085","Unclassified_S085"
"OTU_1947","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Elusimicrobiota superphylum"," Elusimicrobiota"," Elusimicrobia"," Lineage IV","Unclassified_Lineage IV","Unclassified_Lineage IV","Unclassified_Lineage IV"
"OTU_1948","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_1949","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_1950","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49"
"OTU_1951","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_1952","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22"
"OTU_1953","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22"
"OTU_1954","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Myxococcota"," Myxococcia"," Myxococcales","Unclassified_Myxococcales","Unclassified_Myxococcales","Unclassified_Myxococcales"
"OTU_1955","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Kiloniellales"," Kiloniellaceae","Unclassified_Kiloniellaceae","Unclassified_Kiloniellaceae"
"OTU_1956","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Hydrogenedentes superphylum"," Hydrogenedentes"," Hydrogenedentia"," Hydrogenedentiales"," Hydrogenedensaceae","Unclassified_Hydrogenedensaceae","Unclassified_Hydrogenedensaceae"
"OTU_1957","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Pla3 lineage","Unclassified_Pla3 lineage","Unclassified_Pla3 lineage","Unclassified_Pla3 lineage","Unclassified_Pla3 lineage"
"OTU_1958","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Ignavibacteria"," Ignavibacteriales"," Melioribacteraceae"," IheB3-7","Unclassified_IheB3-7"
"OTU_1959","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j"
"OTU_1960","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Gracilibacteria phylum incertae sedis"," Gracilibacteria"," Candidatus Peribacteria","Unclassified_Candidatus Peribacteria","Unclassified_Candidatus Peribacteria","Unclassified_Candidatus Peribacteria"
"OTU_1961","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia","Unclassified_Omnitrophia","Unclassified_Omnitrophia","Unclassified_Omnitrophia","Unclassified_Omnitrophia"
"OTU_1962","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales"
"OTU_1963","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales"," Phycisphaeraceae"," SM1A02","Unclassified_SM1A02"
"OTU_1964","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Anaerolineae"," SBR1031","Unclassified_SBR1031","Unclassified_SBR1031","Unclassified_SBR1031"
"OTU_1965","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota"
"OTU_1966","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Nitrincolaceae","Unclassified_Nitrincolaceae","Unclassified_Nitrincolaceae"
"OTU_1967","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia"
"OTU_1968","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Anaerolineae"," Ardenticatenales","Unclassified_Ardenticatenales","Unclassified_Ardenticatenales","Unclassified_Ardenticatenales"
"OTU_1969","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia"
"OTU_1970","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Rhodothermia"," Rhodothermales"," Rhodothermaceae","Unclassified_Rhodothermaceae","Unclassified_Rhodothermaceae"
"OTU_1971","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhodospirillales"," Magnetospiraceae","Unclassified_Magnetospiraceae","Unclassified_Magnetospiraceae"
"OTU_1972","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22"
"OTU_1973","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Gemmatimonadota"," Gemmatimonadetes"," Gemmatimonadales","Unclassified_Gemmatimonadales","Unclassified_Gemmatimonadales","Unclassified_Gemmatimonadales"
"OTU_1974","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales"," Phycisphaeraceae","Unclassified_Phycisphaeraceae","Unclassified_Phycisphaeraceae"
"OTU_1975","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," CCM11a","Unclassified_CCM11a","Unclassified_CCM11a","Unclassified_CCM11a"
"OTU_1976","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae","Unclassified_Phycisphaerae","Unclassified_Phycisphaerae","Unclassified_Phycisphaerae","Unclassified_Phycisphaerae"
"OTU_1977","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Planctomycetales","Unclassified_Planctomycetales","Unclassified_Planctomycetales","Unclassified_Planctomycetales"
"OTU_1978","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Cytophagales"," Cyclobacteriaceae","Unclassified_Cyclobacteriaceae","Unclassified_Cyclobacteriaceae"
"OTU_1979","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota"
"OTU_1980","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Calditrichota"," Calditrichia"," Calditrichales","Unclassified_Calditrichales","Unclassified_Calditrichales","Unclassified_Calditrichales"
"OTU_1981","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22","Unclassified_Acidobacteria group 22"
"OTU_1982","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Omnitrophia"," Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales","Unclassified_Omnitrophales"
"OTU_1983","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales"," Phycisphaeraceae"," Urania-1B-19 marine sediment group","Unclassified_Urania-1B-19 marine sediment group"
"OTU_1984","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Nitrospirae superphylum"," Nitrospirota"," Nitrospiria"," Nitrospirales"," Nitrospiraceae","Unclassified_Nitrospiraceae","Unclassified_Nitrospiraceae"
"OTU_1985","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia"
"OTU_1986","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Halieaceae"," OM60(NOR5) clade","Unclassified_OM60(NOR5) clade"
"OTU_1987","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Acidimicrobiia"," Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"OTU_1988","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_1989","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Verrucomicrobiae"," Opitutales","Unclassified_Opitutales","Unclassified_Opitutales","Unclassified_Opitutales"
"OTU_1990","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_1991","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," CCM11a","Unclassified_CCM11a","Unclassified_CCM11a","Unclassified_CCM11a"
"OTU_1992","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Spirochaetes superphylum"," Spirochaetota"," Spirochaetia"," Spirochaetales"," Spirochaetaceae"," Treponema","Unclassified_Treponema"
"OTU_1993","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum"
"OTU_1994","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes","Unclassified_Planctomycetes","Unclassified_Planctomycetes","Unclassified_Planctomycetes","Unclassified_Planctomycetes"
"OTU_1995","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)"
"OTU_1996","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_1997","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae","Unclassified_Flavobacteriaceae","Unclassified_Flavobacteriaceae"
"OTU_1998","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j","Unclassified_NB1-j"
"OTU_1999","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," OC31","Unclassified_OC31","Unclassified_OC31","Unclassified_OC31","Unclassified_OC31"
"OTU_2000","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter","Unclassified_Pedobacter"
"OTU_2001","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"OTU_2002","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," AT-s3-44","Unclassified_AT-s3-44","Unclassified_AT-s3-44","Unclassified_AT-s3-44"
"OTU_2003","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"OTU_2004","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"OTU_2005","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_2006","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"OTU_2007","root"," Main genome"," Eukaryota"," Amorphea"," Fungi"," Ascomycota"," Eurotiomycetes"," Eurotiales","Unclassified_Eurotiales","Unclassified_Eurotiales","Unclassified_Eurotiales"
"OTU_2008","root"," Main genome"," Eukaryota"," Amorphea"," Metazoa"," Arthropoda"," Arachnida","Unclassified_Arachnida","Unclassified_Arachnida","Unclassified_Arachnida","Unclassified_Arachnida"
"OTU_2009","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Anaerolineae"," SBR1031","Unclassified_SBR1031","Unclassified_SBR1031","Unclassified_SBR1031"
"OTU_2012","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Moraxellaceae"," Alkanindiges","Unclassified_Alkanindiges"
