# OTU,ROOT,MAIN.GENOME,DOMAIN,KINGDOM,SUPER.PHYLUM,PHYLUM,CLASS,ORDER,FAMILY
OTU_1031,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Acidimicrobiia, Actinomarinales,Unclassified_Actinomarinales
OTU_10316,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, Napoli-4B-65,Unclassified_Napoli-4B-65
OTU_10319,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, MSBL5,Unclassified_MSBL5
OTU_10320,root, Main genome, Bacteria, Bacteria (superkingdom), Spirochaetes superphylum, Spirochaetota, Spirochaetia,Unclassified_Spirochaetia,Unclassified_Spirochaetia
OTU_10327,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, Microtrichaceae
OTU_10328,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia,Unclassified_Bacteroidia,Unclassified_Bacteroidia
OTU_10329,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Phycisphaerae, CCM11a,Unclassified_CCM11a
OTU_1033,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfobacteria, Desulfobacterales, Desulfosarcinaceae
OTU_10332,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria,Unclassified_Alphaproteobacteria,Unclassified_Alphaproteobacteria
OTU_10334,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Myxococcota, Polyangia,Unclassified_Polyangia,Unclassified_Polyangia
OTU_10336,root, Main genome, Bacteria, Bacteria (superkingdom), Sumerlaeota superphylum, Sumerlaeota, Sumerlaeia, Sumerlaeales,Unclassified_Sumerlaeales
OTU_1034,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, t0.6.f,Unclassified_t0.6.f
OTU_10340,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, 0319-7L14,Unclassified_0319-7L14
OTU_10341,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Myxococcota, Polyangia, UASB-TL25,Unclassified_UASB-TL25
OTU_10342,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14
OTU_10343,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfobulbia, Desulfobulbales,Unclassified_Desulfobulbales
OTU_10344,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfuromonadia,Unclassified_Desulfuromonadia,Unclassified_Desulfuromonadia
OTU_1035,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Planctomycetes, Planctomycetales, Rubinisphaeraceae
OTU_10352,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Flavobacteriales, Crocinitomicaceae
OTU_10353,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, SB-5
OTU_10359,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Planctomycetes, Planctomycetales,Unclassified_Planctomycetales
OTU_10360,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae
OTU_10363,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae
OTU_10366,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Myxococcota, Polyangia, Haliangiales, Haliangiaceae
OTU_10368,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Ectothiorhodospirales, Ectothiorhodospiraceae
OTU_10373,root, Main genome, Bacteria, Bacteria (superkingdom), Nitrospirae superphylum, Nitrospirota, Thermodesulfovibrionia,Unclassified_Thermodesulfovibrionia,Unclassified_Thermodesulfovibrionia
OTU_10377,root, Main genome, Bacteria, Bacteria (superkingdom), TA06,Unclassified_TA06,Unclassified_TA06,Unclassified_TA06,Unclassified_TA06
OTU_10379,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfobacteria, Desulfatiglandales, Desulfatiglandaceae
OTU_1038,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Thiotrichales, Thiotrichaceae
OTU_10383,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, 3051bac4-16,Unclassified_3051bac4-16
OTU_10386,root, Main genome, Bacteria, Bacteria (superkingdom), Spirochaetes superphylum, Spirochaetota, Spirochaetia, Spirochaetales,Unclassified_Spirochaetales
OTU_10391,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Phycisphaerae, Pla1 lineage,Unclassified_Pla1 lineage
OTU_10392,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Hadarchaeota, Hadarchaeia, Hadarchaeales,Unclassified_Hadarchaeales
OTU_10396,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Myxococcota, bacteriap25,Unclassified_bacteriap25,Unclassified_bacteriap25
OTU_10398,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae
OTU_10399,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, B2M28,Unclassified_B2M28
OTU_10400,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Ignavibacteria, Ignavibacteriales, PHOS-HE36
OTU_10407,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Rubritaleaceae
OTU_10408,root, Main genome, Bacteria, Bacteria (superkingdom), WS2,Unclassified_WS2,Unclassified_WS2,Unclassified_WS2,Unclassified_WS2
OTU_1041,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae
OTU_10410,root, Main genome, Archaea, Archaea (superkingdom), DPANN, Altiarchaeota, Altiarchaeia, Altiarchaeales,Unclassified_Altiarchaeales
OTU_10411,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Kordiimonadales, Kordiimonadaceae
OTU_10412,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, SPG12-343-353-B69,Unclassified_SPG12-343-353-B69,Unclassified_SPG12-343-353-B69
OTU_10414,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Cloacimonadota, Cloacimonadia, Cloacimonadales,Unclassified_Cloacimonadales
OTU_10419,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, KIST-JJY010,Unclassified_KIST-JJY010
OTU_10424,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidetes VC2.1 Bac22,Unclassified_Bacteroidetes VC2.1 Bac22
OTU_10429,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Myxococcota, Polyangia, Polyangiales, Eel-36e1D6
OTU_10431,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rhizobiales, Pleomorphomonadaceae
OTU_10432,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfarculia, Desulfarculales, Desulfarculaceae
OTU_10438,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Enterobacterales, Alteromonadaceae
OTU_10443,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae
OTU_10445,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Phycisphaerae, S-70,Unclassified_S-70
OTU_10447,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Sphingobacteriales, NS11-12 marine group
OTU_1045,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Anaerolineae, MSB-5B2,Unclassified_MSB-5B2
OTU_10456,root, Main genome, Bacteria, Bacteria (superkingdom), Elusimicrobiota superphylum, Elusimicrobiota, Rs-M47,Unclassified_Rs-M47,Unclassified_Rs-M47
OTU_10457,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Negativicutes, Veillonellales-Selenomonadales, Selenomonadaceae
OTU_10475,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Myxococcota, Polyangia, VHS-B3-70,Unclassified_VHS-B3-70
OTU_10488,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Fibrobacterota, Fibrobacteria,Unclassified_Fibrobacteria,Unclassified_Fibrobacteria
OTU_1049,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Planctomycetes, Planctomycetales, Gimesiaceae
OTU_10493,root, Main genome, Bacteria, Bacteria (superkingdom), Dependentiae superphylum, Dependentiae, Babeliae, Babeliales, Vermiphilaceae
OTU_10496,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Cytophagales,Unclassified_Cytophagales
OTU_105,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Bacilli, Bacillales,Unclassified_Bacillales
OTU_1050,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Armatimonadota, Fimbriimonadia, Fimbriimonadales,Unclassified_Fimbriimonadales
OTU_10502,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Bdellovibrionota, Bdellovibrionia, Bacteriovoracales,Unclassified_Bacteriovoracales
OTU_10505,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Chitinophagales,Unclassified_Chitinophagales
OTU_10507,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Acidobacteriae, Acidobacteria group 15,Unclassified_Acidobacteria group 15
OTU_10511,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, JTB23,Unclassified_JTB23
OTU_10512,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Woeseiaceae
OTU_10514,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Acidobacteriae, PAUC26f,Unclassified_PAUC26f
OTU_1052,root, Main genome, Bacteria, Bacteria (superkingdom), Dependentiae superphylum, Dependentiae, Babeliae, Babeliales, Babeliaceae
OTU_10520,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, SPG12-461-471-B8,Unclassified_SPG12-461-471-B8
OTU_10523,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Lentisphaeria, SS1-B-02-17,Unclassified_SS1-B-02-17
OTU_1053,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae
OTU_10530,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, LCP-89,Unclassified_LCP-89,Unclassified_LCP-89,Unclassified_LCP-89
OTU_10538,root, Main genome, Bacteria, Bacteria (superkingdom), Dependentiae superphylum, Dependentiae, Babeliae,Unclassified_Babeliae,Unclassified_Babeliae
OTU_10545,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, MB-C2-126,Unclassified_MB-C2-126
OTU_10547,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Coriobacteriia, FS118-23B-02,Unclassified_FS118-23B-02
OTU_10550,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria,Unclassified_Terrabacteria,Unclassified_Terrabacteria,Unclassified_Terrabacteria,Unclassified_Terrabacteria
OTU_10551,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Armatimonadota, DG-56,Unclassified_DG-56,Unclassified_DG-56
OTU_10556,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Acidobateria group 26,Unclassified_Acidobateria group 26,Unclassified_Acidobateria group 26
OTU_10557,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, vadinBA26,Unclassified_vadinBA26
OTU_10558,root, Main genome, Archaea, Archaea (superkingdom), DPANN, Aenigmarchaeota, Aenigmarchaeia, Aenigmarchaeales,Unclassified_Aenigmarchaeales
OTU_10561,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, ER-E4-17,Unclassified_ER-E4-17
OTU_10562,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, Candidatus Colwellbacteria,Unclassified_Candidatus Colwellbacteria,Unclassified_Candidatus Colwellbacteria
OTU_10569,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Armatimonadota, Fimbriimonadia, Fimbriimonadales, Fimbriimonadaceae
OTU_10570,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Candidatus Berkiella order incertae sedis, Candidatus Berkiella family incertae sedis
OTU_10572,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Anaerovoracaceae
OTU_10574,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, I3A,Unclassified_I3A
OTU_10586,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Myxococcota, Polyangia, Nannocystales, Nannocystaceae
OTU_10587,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Acidobacteria group 5,Unclassified_Acidobacteria group 5,Unclassified_Acidobacteria group 5
OTU_10593,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, BD7-11,Unclassified_BD7-11,Unclassified_BD7-11
OTU_10602,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Phycisphaerae, B103G10,Unclassified_B103G10
OTU_10605,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Acidobacteriae,Unclassified_Acidobacteriae,Unclassified_Acidobacteriae
OTU_10608,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Bdellovibrionota, Bdellovibrionia,Unclassified_Bdellovibrionia,Unclassified_Bdellovibrionia
OTU_10610,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Myxococcota, Polyangia, MidBa8,Unclassified_MidBa8
OTU_10611,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Deinococcota, Deinococci, Deinococcales, Trueperaceae
OTU_10612,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Phycisphaerae, MSBL9, 4572-13
OTU_10613,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, CPR2,Unclassified_CPR2,Unclassified_CPR2,Unclassified_CPR2
OTU_10620,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Gracilibacteria phylum incertae sedis, Gracilibacteria, Candidatus Peribacteria,Unclassified_Candidatus Peribacteria
OTU_10629,root, Main genome, Bacteria, Bacteria (superkingdom), Acetothermia superphylum (OP1), Acetothermia, Acetothermiia,Unclassified_Acetothermiia,Unclassified_Acetothermiia
OTU_10637,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota,Unclassified_Actinobacteriota,Unclassified_Actinobacteriota,Unclassified_Actinobacteriota
OTU_10640,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfuromonadia, PB19,Unclassified_PB19
OTU_10641,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae
OTU_1065,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Anaerolineae,Unclassified_Anaerolineae,Unclassified_Anaerolineae
OTU_10652,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Holosporales, Holosporaceae
OTU_10656,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rhodospirillales, AEGEAN-169 marine group
OTU_10664,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Enterobacterales, Vibrionaceae
OTU_10665,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, AT-s2-59,Unclassified_AT-s2-59
OTU_10668,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Anaerolineae, Anaerolineales,Unclassified_Anaerolineales
OTU_1067,root, Main genome, Archaea, Archaea (superkingdom), Asgard, Heimdallarchaeota,Unclassified_Heimdallarchaeota,Unclassified_Heimdallarchaeota,Unclassified_Heimdallarchaeota
OTU_10671,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Planctomycetes, Isosphaerales,Unclassified_Isosphaerales
OTU_10673,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfobacteria,Unclassified_Desulfobacteria,Unclassified_Desulfobacteria
OTU_10675,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Lentisphaeria, Lentisphaerales, Lentisphaeraceae
OTU_10685,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Frankiales,Unclassified_Frankiales
OTU_10694,root, Main genome, Archaea, Archaea (superkingdom), Asgard, Lokiarchaeota,Unclassified_Lokiarchaeota,Unclassified_Lokiarchaeota,Unclassified_Lokiarchaeota
OTU_10706,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Thiomicrospirales, Thiomicrospiraceae
